id,user_id,culture_id,puntuacion,texto,created_at
71,382,5,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-18 14:55:00
72,1131,6,4,Instalaciones cuidadas y explicaciones claras.,2026-03-09 20:47:00
73,1445,6,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-01 12:54:00
74,1499,6,4,Instalaciones cuidadas y explicaciones claras.,2026-04-19 18:02:00
75,1380,6,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-13 17:51:00
76,587,6,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-22 17:06:00
77,1296,6,3,Interesante pero la organización se queda algo justa.,2026-05-05 15:21:00
78,13,6,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-04-09 09:47:00
79,1667,6,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-22 11:57:00
80,1072,6,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-10 13:22:00
81,114,6,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-13 20:40:00
82,247,6,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-28 19:30:00
83,1727,6,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-12 11:46:00
84,556,7,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-21 14:30:00
85,443,7,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-04 17:15:00
86,353,7,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-22 18:22:00
87,6,7,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-03 21:31:00
88,131,7,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-09 12:10:00
89,679,7,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-14 17:21:00
90,1895,7,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-24 16:25:00
91,385,7,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-06 21:29:00
92,1028,7,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-28 14:48:00
93,213,7,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-14 15:13:00
94,1942,7,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-15 18:42:00
95,1361,8,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-04 21:59:00
96,357,8,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-22 19:48:00
97,1402,8,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-17 15:22:00
98,1721,8,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-11 15:46:00
99,737,8,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-01 17:44:00
100,438,8,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-05 18:41:00
101,376,8,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-14 16:21:00
102,1818,8,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-02 19:07:00
103,1267,8,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-28 14:01:00
104,1738,8,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-26 17:17:00
105,1293,8,4,Instalaciones cuidadas y explicaciones claras.,2026-04-21 10:35:00
106,1705,9,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-17 16:42:00
107,196,9,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-11 14:20:00
108,689,9,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-16 16:56:00
109,423,9,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-27 09:41:00
110,528,9,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-05 16:51:00
111,247,9,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-09 12:23:00
112,1652,9,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-17 15:19:00
113,1769,9,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-19 15:55:00
114,91,9,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-24 19:42:00
115,1323,9,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-22 21:54:00
116,1741,9,2,Bastante aburrido y sin apenas carteles informativos.,2026-05-16 10:54:00
117,1653,10,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-17 11:32:00
118,1544,10,3,Interesante pero la organización se queda algo justa.,2026-04-26 21:55:00
119,1065,10,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-16 17:43:00
120,231,10,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-12 15:34:00
121,1769,10,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-24 12:09:00
122,1556,10,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-18 11:46:00
123,1671,10,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-05 18:03:00
124,1210,10,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-28 13:50:00
125,1922,10,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-27 11:17:00
126,60,10,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-23 11:29:00
127,658,10,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-06 09:48:00
128,475,11,4,Instalaciones cuidadas y explicaciones claras.,2026-05-28 20:52:00
129,1960,11,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-11 11:32:00
130,1725,11,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-28 15:42:00
131,616,11,3,"Está bien para verlo una vez, pero le falta renovación.",2026-03-07 12:14:00
132,1147,11,4,Instalaciones cuidadas y explicaciones claras.,2026-03-16 14:10:00
133,189,11,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-28 20:27:00
134,1285,11,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-28 20:13:00
135,1022,11,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-21 16:59:00
136,1600,11,4,Instalaciones cuidadas y explicaciones claras.,2026-04-20 10:56:00
137,24,11,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-24 10:48:00
138,1109,11,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-12 19:39:00
139,350,12,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-18 14:29:00
140,1369,12,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-20 18:03:00
141,1350,12,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-22 14:48:00
142,443,12,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-22 16:29:00
143,1993,12,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-18 17:06:00
144,589,12,3,"Está bien para verlo una vez, pero le falta renovación.",2026-03-10 10:37:00
145,1258,12,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-03 16:36:00
146,1647,12,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-13 21:36:00
147,863,12,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-20 17:01:00
148,1000,12,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-11 09:06:00
149,221,12,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-03 17:55:00
150,141,13,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-07 18:30:00
151,204,13,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-13 17:01:00
152,1067,13,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-07 20:02:00
153,1049,13,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-15 13:15:00
154,968,13,2,Demasiado caro para la poca gestión cultural que tiene.,2026-04-11 21:27:00
155,496,13,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-19 14:38:00
156,1481,13,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-06 10:36:00
157,1262,13,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-26 18:04:00
158,983,13,4,Instalaciones cuidadas y explicaciones claras.,2026-04-06 15:51:00
159,1544,13,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-26 21:26:00
160,579,13,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-01 12:03:00
161,525,14,3,Interesante pero la organización se queda algo justa.,2026-05-21 16:03:00
162,1175,14,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-03 19:04:00
163,521,14,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-07 13:39:00
164,75,14,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-02 13:04:00
165,1987,14,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-24 11:35:00
166,1152,14,4,Instalaciones cuidadas y explicaciones claras.,2026-05-17 17:15:00
167,1410,14,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-27 17:22:00
168,110,14,3,Interesante pero la organización se queda algo justa.,2026-04-18 16:05:00
169,1476,14,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-02 15:24:00
170,1056,14,4,Instalaciones cuidadas y explicaciones claras.,2026-04-03 19:39:00
171,107,14,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-06 11:35:00
172,1056,15,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-10 19:36:00
173,524,15,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-19 13:47:00
174,53,15,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-03-01 14:58:00
175,393,15,4,Instalaciones cuidadas y explicaciones claras.,2026-05-06 16:37:00
176,1161,15,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-08 16:48:00
177,1596,15,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-20 19:30:00
178,1500,15,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-03 09:39:00
179,306,15,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-10 15:16:00
180,1016,15,3,Interesante pero la organización se queda algo justa.,2026-05-15 13:09:00
181,1741,15,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-21 09:28:00
182,4,15,4,Instalaciones cuidadas y explicaciones claras.,2026-03-04 12:53:00
183,184,15,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-15 15:17:00
184,1020,15,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-25 20:53:00
185,1790,15,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-09 20:39:00
186,1116,15,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-16 14:52:00
187,1869,15,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-04 17:01:00
188,806,15,3,Interesante pero la organización se queda algo justa.,2026-05-07 13:45:00
189,1187,15,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-08 19:20:00
190,306,16,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-13 16:43:00
191,390,16,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-20 20:02:00
192,1699,16,4,Instalaciones cuidadas y explicaciones claras.,2026-04-17 17:19:00
193,1941,16,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-08 19:56:00
194,1714,16,1,Pésima gestión del espacio cultural. Una estafa.,2026-05-27 13:51:00
195,1190,16,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-27 17:22:00
196,1092,16,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-25 17:14:00
197,927,16,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-05-14 15:24:00
198,1601,16,4,Instalaciones cuidadas y explicaciones claras.,2026-03-12 17:37:00
199,1956,16,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-12 09:06:00
200,616,16,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-03-07 16:39:00
201,1357,16,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-16 15:32:00
202,382,16,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-12 17:05:00
203,240,17,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-05-11 11:07:00
204,376,17,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-12 11:28:00
205,1091,17,2,Bastante aburrido y sin apenas carteles informativos.,2026-03-28 17:50:00
206,1969,17,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-25 10:01:00
207,740,17,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-15 10:28:00
208,9,17,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-02 16:22:00
209,191,17,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-04 15:11:00
210,1350,17,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-21 13:45:00
211,1971,17,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-17 15:06:00
212,323,17,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-06 11:38:00
213,391,17,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-26 13:49:00
214,1136,17,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-26 20:14:00
215,222,18,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-24 12:45:00
216,1992,18,4,Instalaciones cuidadas y explicaciones claras.,2026-04-19 11:22:00
217,1945,18,4,Instalaciones cuidadas y explicaciones claras.,2026-04-10 13:07:00
218,1346,18,4,Instalaciones cuidadas y explicaciones claras.,2026-03-08 12:38:00
219,1776,18,2,Demasiado caro para la poca gestión cultural que tiene.,2026-05-11 14:46:00
220,737,18,4,Instalaciones cuidadas y explicaciones claras.,2026-05-04 14:25:00
221,1908,18,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-05-14 16:38:00
222,1670,18,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-22 14:55:00
223,105,18,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-25 16:37:00
224,805,18,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-19 14:00:00
225,920,18,3,"Está bien para verlo una vez, pero le falta renovación.",2026-05-13 14:50:00
226,1515,19,3,Interesante pero la organización se queda algo justa.,2026-03-07 10:14:00
227,1305,19,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-02 14:59:00
228,1905,19,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-18 10:43:00
229,932,19,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-05-18 19:39:00
230,1720,19,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-10 10:55:00
231,238,19,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-08 20:04:00
232,885,19,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-03-26 18:55:00
233,945,19,4,Instalaciones cuidadas y explicaciones claras.,2026-04-24 09:08:00
234,1951,19,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-27 20:01:00
235,6,19,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-14 17:43:00
236,904,20,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-14 13:47:00
237,151,20,1,Mal conservado y un abandono total. No perdáis el tiempo.,2026-05-17 11:13:00
238,462,20,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-06 13:01:00
239,1699,20,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-07 15:04:00
240,1255,20,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-13 09:23:00
241,197,20,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-22 13:35:00
242,1817,20,3,Interesante pero la organización se queda algo justa.,2026-04-07 13:05:00
243,1509,20,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-18 10:52:00
244,1998,20,4,Instalaciones cuidadas y explicaciones claras.,2026-05-03 12:29:00
245,2,20,4,Instalaciones cuidadas y explicaciones claras.,2026-03-12 11:09:00
246,283,20,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-18 19:07:00
247,1858,21,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-05 16:25:00
248,1143,21,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-04 13:07:00
249,552,21,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-22 10:30:00
250,971,21,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-10 11:44:00
251,1882,21,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-03 21:27:00
252,908,21,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-07 12:59:00
253,1635,21,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-01 14:12:00
254,1757,21,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-21 10:16:00
255,711,21,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-17 19:21:00
256,1499,21,4,Instalaciones cuidadas y explicaciones claras.,2026-05-24 12:02:00
257,105,21,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-27 18:45:00
258,1543,22,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-03-09 12:27:00
259,176,22,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-03-21 13:13:00
260,1078,22,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-22 10:02:00
261,414,22,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-17 14:11:00
262,810,22,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-26 11:52:00
263,1663,22,3,Interesante pero la organización se queda algo justa.,2026-05-23 13:11:00
264,1271,22,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-25 13:27:00
265,240,22,4,Sitio bonito con mucha historia local. Recomendado.,2026-04-18 12:05:00
266,57,22,2,Bastante aburrido y sin apenas carteles informativos.,2026-04-13 12:38:00
267,154,22,4,Instalaciones cuidadas y explicaciones claras.,2026-05-24 18:49:00
268,120,22,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-16 21:20:00
269,1494,22,4,Instalaciones cuidadas y explicaciones claras.,2026-05-08 21:47:00
270,1115,22,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-18 12:47:00
271,236,23,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-17 15:47:00
272,691,23,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-14 10:44:00
273,709,23,4,Instalaciones cuidadas y explicaciones claras.,2026-03-09 20:03:00
274,1275,23,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-28 12:20:00
275,1434,23,3,Aceptable. El patrimonio es bonito pero la visita es corta.,2026-03-11 13:39:00
276,865,23,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-03-09 19:18:00
277,1476,23,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-19 21:30:00
278,595,23,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-15 21:45:00
279,1985,23,1,Pésima gestión del espacio cultural. Una estafa.,2026-05-03 11:17:00
280,1465,23,5,Espectacular puesta en escena. Un orgullo cultural.,2026-03-13 11:25:00
281,194,23,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-20 15:48:00
282,24,24,3,Interesante pero la organización se queda algo justa.,2026-04-02 16:02:00
283,1,24,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-04-02 17:32:00
284,45,24,4,Sitio bonito con mucha historia local. Recomendado.,2026-05-15 17:44:00
285,88,24,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-14 15:54:00
286,1994,24,2,Poco cuidado y descuidado. Una pena ver este patrimonio así.,2026-04-04 15:15:00
287,59,24,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-03 09:11:00
288,50,24,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-08 12:02:00
289,331,24,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-28 09:40:00
290,151,24,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-03-01 13:10:00
291,1880,24,3,"Está bien para verlo una vez, pero le falta renovación.",2026-04-07 10:56:00
292,631,24,4,Sitio bonito con mucha historia local. Recomendado.,2026-03-16 14:58:00
293,1872,25,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-05-20 10:47:00
294,136,25,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-07 09:53:00
295,425,25,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-16 10:32:00
296,127,25,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-04 17:55:00
297,281,25,4,Muy interesante y bien organizado. Vale la pena la entrada.,2026-05-05 18:38:00
298,1590,25,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-10 09:42:00
299,1414,25,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-16 14:16:00
300,1064,25,1,Pésima gestión del espacio cultural. Una estafa.,2026-03-11 15:25:00
301,1237,25,5,Imprescindible. Una joya de nuestro patrimonio muy bien conservada.,2026-04-27 10:25:00
302,1847,25,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-14 11:57:00
303,526,25,5,Espectacular puesta en escena. Un orgullo cultural.,2026-04-19 12:16:00
304,272,26,5,"Una experiencia magnífica, muy didáctica e interesante.",2026-04-24 11:40:00
305,359,26,1,Un desastre absoluto. Instalaciones cerradas sin avisar y mala atención.,2026-05-01 13:08:00
306,497,26,5,Espectacular puesta en escena. Un orgullo cultural.,2026-05-06 12:29:00
